label,proto,n_packets,duration_s,len_mean,len_stdev,len_entropy,n_unique_sizes,dominant_size,dominant_size_fraction,top3_size_fraction,bulk_fraction,ack60_fraction,ack_to_data_ratio,iat_mean,iat_stdev,rate_pps,flow_key
background,udp,130,594.47,86.0,0.1,0.065,2,86,0.992,1.0,0.0,0.0,0.0,4.6083,12.7195,0.22,udp:131.202.240.225:5353<->224.0.0.251:5353
background,udp,258,599.93,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,2.3343,4.8658,0.43,udp:131.202.240.70:137<->131.202.243.255:137
background,udp,300,597.68,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,1.9989,1.7582,0.5,udp:131.202.240.157:137<->131.202.243.255:137
background,udp,131,593.01,106.7,2.6,1.067,3,106,0.595,1.0,0.0,0.0,0.0,4.5616,12.9971,0.22,udp:fe80::223:aeff:fe94:2a8a:5353<->ff02::fb:5353
background,udp,130,593.01,86.7,2.6,1.07,3,86,0.592,1.0,0.0,0.0,0.0,4.597,12.9679,0.22,udp:131.202.240.97:5353<->224.0.0.251:5353
background,udp,140,592.0,106.2,1.7,0.21,3,106,0.971,1.0,0.0,0.0,0.0,4.259,11.8406,0.24,udp:fe80::4a5b:39ff:fe37:cd02:5353<->ff02::fb:5353
background,udp,134,592.0,86.2,1.7,0.127,3,86,0.985,1.0,0.0,0.0,0.0,4.4511,12.346,0.23,udp:131.202.240.84:5353<->224.0.0.251:5353
background,udp,20,573.0,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.1581,0.4219,0.03,udp:131.202.240.65:17500<->255.255.255.255:17500
background,udp,20,573.0,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.1581,0.4219,0.03,udp:131.202.240.65:17500<->131.202.243.255:17500
background,udp,133,596.78,106.2,3.4,1.492,9,106,0.684,0.925,0.0,0.0,0.0,4.521,7.1092,0.22,udp:fe80::207:e9ff:fe24:5bca:5353<->ff02::fb:5353
background,udp,132,596.78,87.7,18.0,1.559,10,86,0.674,0.917,0.0,0.0,0.0,4.5555,7.1519,0.22,udp:131.202.240.251:5353<->224.0.0.251:5353
background,udp,285,585.01,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,2.0599,3.8994,0.49,udp:131.202.242.93:137<->131.202.243.255:137
background,udp,207,595.5,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,2.8908,3.1228,0.35,udp:131.202.240.85:137<->131.202.243.255:137
background,udp,556,600.01,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,1.0811,1.2672,0.93,udp:131.202.240.185:137<->131.202.243.255:137
background,udp,40,574.5,157,0.0,-0.0,1,157,1.0,1.0,0.0,0.0,0.0,14.7307,15.3087,0.07,udp:131.202.240.157:17500<->255.255.255.255:17500
background,udp,20,574.5,157,0.0,-0.0,1,157,1.0,1.0,0.0,0.0,0.0,30.2366,0.0143,0.03,udp:131.202.240.157:17500<->131.202.243.255:17500
background,udp,14,490.07,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,37.6976,98.6515,0.03,udp:fe80::e47f:1852:7f90:e5c:546<->ff02::1:2:547
background,udp,221,593.47,107.5,3.0,1.188,4,108,0.552,0.986,0.0,0.0,0.0,2.6976,2.8959,0.37,udp:fe80::b6b5:2fff:feca:45f1:5353<->ff02::fb:5353
background,udp,218,593.47,87.5,3.0,1.164,4,88,0.56,0.991,0.0,0.0,0.0,2.7349,2.9516,0.37,udp:131.202.240.64:5353<->224.0.0.251:5353
background,udp,10,460.01,149,0.0,-0.0,1,149,1.0,1.0,0.0,0.0,0.0,51.1122,117.9926,0.02,udp:fe80::e8a2:2958:74cf:dd60:546<->ff02::1:2:547
background,udp,30,579.88,90,0.0,-0.0,1,90,1.0,1.0,0.0,0.0,0.0,19.9959,0.0005,0.05,udp:131.202.240.31:10244<->255.255.255.255:123
background,udp,370,570.14,141.7,36.1,2.792,23,159,0.449,0.684,0.0,0.0,0.0,1.5451,6.5595,0.65,udp:131.202.240.45:161<->131.202.240.87:61992
background,udp,57,594.67,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,10.6191,20.9923,0.1,udp:131.202.240.83:137<->131.202.243.255:137
background,udp,20,572.34,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,30.1232,0.0084,0.03,udp:131.202.240.85:17500<->255.255.255.255:17500
background,udp,20,572.34,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,30.1232,0.0083,0.03,udp:131.202.240.85:17500<->131.202.243.255:17500
background,udp,291,593.28,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,2.0458,4.8533,0.49,udp:131.202.243.255:137<->131.202.243.49:137
background,udp,20,572.42,145,0.0,-0.0,1,145,1.0,1.0,0.0,0.0,0.0,30.1275,0.0074,0.03,udp:131.202.240.196:17500<->255.255.255.255:17500
background,udp,20,572.42,145,0.0,-0.0,1,145,1.0,1.0,0.0,0.0,0.0,30.1275,0.0074,0.03,udp:131.202.240.196:17500<->131.202.243.255:17500
background,udp,57,591.39,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,10.5606,20.5433,0.1,udp:131.202.240.66:137<->131.202.243.255:137
background,udp,47,497.16,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,10.8078,39.7337,0.09,udp:131.202.243.107:137<->131.202.243.255:137
background,udp,44,493.14,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,11.4684,40.7897,0.09,udp:131.202.243.110:137<->131.202.243.255:137
background,udp,78,591.27,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,7.6788,34.0262,0.13,udp:131.202.240.87:137<->131.202.243.255:137
background,udp,47,489.44,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,10.6399,39.3371,0.1,udp:131.202.243.109:137<->131.202.243.255:137
background,udp,35,388.27,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,11.4196,42.9022,0.09,udp:131.202.243.105:137<->131.202.243.255:137
background,udp,44,501.74,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,11.6684,41.3846,0.09,udp:131.202.243.255:137<->131.202.243.99:137
background,udp,16,570.01,86,0.0,-0.0,1,86,1.0,1.0,0.0,0.0,0.0,38.0006,0.0011,0.03,udp:131.202.240.150:57621<->131.202.243.255:57621
background,udp,20,571.72,145,0.0,-0.0,1,145,1.0,1.0,0.0,0.0,0.0,30.0907,0.0035,0.03,udp:131.202.242.81:17500<->255.255.255.255:17500
background,udp,20,571.72,145,0.0,-0.0,1,145,1.0,1.0,0.0,0.0,0.0,30.0907,0.0035,0.03,udp:131.202.242.81:17500<->131.202.243.255:17500
background,udp,44,490.35,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,11.4035,40.7531,0.09,udp:131.202.243.103:137<->131.202.243.255:137
background,udp,40,587.3,60,0.0,-0.0,1,60,1.0,1.0,0.0,1.0,0.0,15.059,0.0036,0.07,udp:131.202.243.145:1534<->131.202.243.255:1534
background,tcp,10,61.0,189.6,282.1,2.122,5,54,0.4,0.8,0.0,0.2,0.25,6.7775,20.272,0.16,tcp:131.202.240.87:10757<->216.58.219.206:80
background,udp,41,487.68,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,12.192,42.1235,0.08,udp:131.202.243.108:137<->131.202.243.255:137
background,udp,41,492.15,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,12.3037,42.4128,0.08,udp:131.202.243.104:137<->131.202.243.255:137
background,udp,44,492.15,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,11.4453,40.9929,0.09,udp:131.202.243.102:137<->131.202.243.255:137
background,udp,44,491.67,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,11.4342,40.9952,0.09,udp:131.202.241.238:137<->131.202.243.255:137
background,udp,22,540.24,215,0.0,-0.0,1,215,1.0,1.0,0.0,0.0,0.0,25.7256,27.6479,0.04,udp:131.202.240.183:7116<->239.255.255.250:1900
background,udp,26,580.78,106.1,0.3,0.516,2,106,0.885,1.0,0.0,0.0,0.0,23.2314,71.9484,0.04,udp:fe80::baca:3aff:fea4:8780:5353<->ff02::fb:5353
background,udp,23,580.78,86.1,0.3,0.559,2,86,0.87,1.0,0.0,0.0,0.0,26.3993,77.678,0.04,udp:131.202.240.206:5353<->224.0.0.251:5353
background,tcp,376,135.8,84.1,44.2,3.657,40,60,0.274,0.572,0.0,0.274,0.377,0.3621,1.7883,2.77,tcp:131.202.240.87:10741<->74.125.69.16:993
background,tcp,1348,524.68,89.6,50.1,4.004,82,60,0.228,0.504,0.0,0.228,0.296,0.3895,2.1371,2.57,tcp:131.202.240.87:10714<->74.125.69.16:993
background,udp,40,572.07,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,14.6684,15.2446,0.07,udp:131.202.240.88:50546<->255.255.255.255:17500
background,udp,35,390.83,266.9,17.2,1.557,3,250,0.429,1.0,0.0,0.0,0.0,11.4951,38.0819,0.09,udp:131.202.240.64:138<->131.202.243.255:138
background,udp,35,381.2,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,11.2118,32.2821,0.09,udp:131.202.243.255:137<->131.202.243.96:137
background,udp,32,381.2,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,12.2968,44.8899,0.08,udp:131.202.243.255:137<->131.202.243.97:137
background,udp,32,381.2,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,12.2968,44.8899,0.08,udp:131.202.243.255:137<->131.202.243.98:137
background,udp,10,380.28,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,42.2533,78.9592,0.03,udp:131.202.243.255:138<->131.202.243.97:138
background,udp,11,482.85,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,48.2848,76.848,0.02,udp:131.202.243.110:138<->131.202.243.255:138
background,udp,10,380.28,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,42.2533,78.9591,0.03,udp:131.202.243.255:138<->131.202.243.96:138
background,udp,11,493.77,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,49.3772,77.7773,0.02,udp:131.202.243.255:138<->131.202.243.99:138
background,udp,11,486.34,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,48.634,77.1294,0.02,udp:131.202.243.102:138<->131.202.243.255:138
background,udp,10,380.28,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,42.2533,78.9592,0.03,udp:131.202.243.255:138<->131.202.243.98:138
background,udp,11,482.85,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,48.2848,76.848,0.02,udp:131.202.243.103:138<->131.202.243.255:138
background,udp,11,479.79,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,47.979,76.6136,0.02,udp:131.202.243.109:138<->131.202.243.255:138
background,udp,11,486.34,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,48.634,77.1293,0.02,udp:131.202.243.104:138<->131.202.243.255:138
background,udp,10,380.28,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,42.2532,78.9591,0.03,udp:131.202.243.105:138<->131.202.243.255:138
background,udp,11,481.15,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,48.115,76.7165,0.02,udp:131.202.243.108:138<->131.202.243.255:138
background,udp,11,487.18,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,48.718,77.1994,0.02,udp:131.202.243.107:138<->131.202.243.255:138
background,udp,11,486.34,216,0.0,-0.0,1,216,1.0,1.0,0.0,0.0,0.0,48.6339,77.1295,0.02,udp:131.202.241.238:138<->131.202.243.255:138
background,udp,87,570.91,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,6.6385,19.7842,0.15,udp:131.202.243.21:137<->131.202.243.255:137
background,tcp,992,518.23,99.9,85.7,4.137,84,60,0.219,0.489,0.0,0.219,0.28,0.5229,3.3901,1.91,tcp:131.202.240.87:10715<->74.125.69.16:993
background,udp,40,571.94,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,14.6652,15.2415,0.07,udp:131.202.243.21:17500<->255.255.255.255:17500
background,udp,20,571.94,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,30.1022,0.0019,0.03,udp:131.202.243.21:17500<->131.202.243.255:17500
background,udp,20,571.62,272,0.0,-0.0,1,272,1.0,1.0,0.0,0.0,0.0,30.0853,0.0141,0.03,udp:131.202.240.150:17500<->255.255.255.255:17500
background,udp,20,571.62,272,0.0,-0.0,1,272,1.0,1.0,0.0,0.0,0.0,30.0852,0.0141,0.03,udp:131.202.240.150:17500<->131.202.243.255:17500
background,udp,20,571.73,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.0911,0.0034,0.03,udp:131.202.243.19:17500<->255.255.255.255:17500
background,udp,20,571.73,168,0.0,-0.0,1,168,1.0,1.0,0.0,0.0,0.0,30.0911,0.0034,0.03,udp:131.202.243.19:17500<->131.202.243.255:17500
background,udp,20,571.96,156,0.0,-0.0,1,156,1.0,1.0,0.0,0.0,0.0,30.1029,0.0207,0.03,udp:131.202.240.185:17500<->255.255.255.255:17500
background,udp,20,571.96,156,0.0,-0.0,1,156,1.0,1.0,0.0,0.0,0.0,30.103,0.0205,0.03,udp:131.202.240.185:17500<->131.202.243.255:17500
background,udp,20,571.62,179,0.0,-0.0,1,179,1.0,1.0,0.0,0.0,0.0,30.0852,0.01,0.03,udp:131.202.240.206:17500<->255.255.255.255:17500
background,udp,20,571.62,179,0.0,-0.0,1,179,1.0,1.0,0.0,0.0,0.0,30.0852,0.01,0.03,udp:131.202.240.206:17500<->131.202.243.255:17500
background,udp,15,480.01,87,0.0,-0.0,1,87,1.0,1.0,0.0,0.0,0.0,34.2865,56.2581,0.03,udp:131.202.240.183:50108<->224.0.0.251:5353
background,tcp,859,510.85,91.9,66.1,3.954,67,60,0.234,0.511,0.0,0.234,0.305,0.5954,3.8045,1.68,tcp:131.202.240.87:10743<->74.125.69.16:993
background,udp,16,570.18,86,0.0,-0.0,1,86,1.0,1.0,0.0,0.0,0.0,38.0117,0.0166,0.03,udp:131.202.240.183:57621<->131.202.243.255:57621
background,udp,14,490.09,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,37.6995,98.6459,0.03,udp:fe80::e9cc:5a72:9ea3:b138:546<->ff02::1:2:547
background,udp,14,490.08,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,37.6983,98.6432,0.03,udp:fe80::7d39:f86f:fc49:f07c:546<->ff02::1:2:547
background,udp,10,539.99,75,0.0,-0.0,1,75,1.0,1.0,0.0,0.0,0.0,59.9994,0.003,0.02,udp:131.202.240.206:4644<->131.202.243.255:4644
background,udp,18,495.14,215,0.0,-0.0,1,215,1.0,1.0,0.0,0.0,0.0,29.1258,31.845,0.04,udp:131.202.240.183:63970<->255.255.255.255:1900
background,udp,14,136.36,246.2,122.2,1.414,3,348,0.571,1.0,0.0,0.0,0.0,10.4895,18.3995,0.1,udp:131.202.240.186:5353<->224.0.0.251:5353
background,udp,14,490.05,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,37.6962,98.6506,0.03,udp:fe80::e196:4434:447:cdd9:546<->ff02::1:2:547
background,udp,14,490.09,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,37.6993,98.6526,0.03,udp:fe80::500c:1b55:a5d6:165a:546<->ff02::1:2:547
background,udp,14,490.01,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,37.693,98.6405,0.03,udp:fe80::d538:5233:85c7:aee2:546<->ff02::1:2:547
background,udp,16,492.02,149,0.0,-0.0,1,149,1.0,1.0,0.0,0.0,0.0,32.8014,92.2332,0.03,udp:fe80::b88a:49f1:14e5:3ae9:546<->ff02::1:2:547
background,udp,17,319.02,225.1,7.6,1.264,3,218,0.471,1.0,0.0,0.0,0.0,19.9388,52.3725,0.05,udp:131.202.240.65:40815<->255.255.255.255:138
background,udp,87,380.8,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,4.428,24.0098,0.23,udp:131.202.240.242:137<->131.202.243.255:137
background,udp,14,489.2,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,37.6309,98.3736,0.03,udp:fe80::a1fd:eb21:aa23:f69d:546<->ff02::1:2:547
background,udp,13,458.0,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,38.1663,103.0097,0.03,udp:fe80::dc7d:19e8:506e:937b:546<->ff02::1:2:547
background,udp,13,458.03,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,38.1693,103.0173,0.03,udp:fe80::1428:54fe:2548:879:546<->ff02::1:2:547
background,udp,13,458.14,164,0.0,-0.0,1,164,1.0,1.0,0.0,0.0,0.0,38.1781,103.0248,0.03,udp:fe80::3531:1890:febe:9656:546<->ff02::1:2:547
background,udp,12,442.03,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,40.1845,107.7975,0.03,udp:fe80::68e8:c1b0:4cf3:8cf7:546<->ff02::1:2:547
background,udp,12,442.11,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,40.1916,107.7959,0.03,udp:fe80::28dc:4230:6ce3:db92:546<->ff02::1:2:547
background,tcp,537,163.35,92.3,97.6,3.831,57,60,0.272,0.561,0.004,0.272,0.373,0.3048,1.5105,3.29,tcp:131.202.240.87:10773<->74.125.202.16:993
background,udp,11,434.02,146,0.0,-0.0,1,146,1.0,1.0,0.0,0.0,0.0,43.4022,113.0666,0.03,udp:fe80::d42f:bdd3:e32d:76f0:546<->ff02::1:2:547
background,udp,13,436.02,150,0.0,-0.0,1,150,1.0,1.0,0.0,0.0,0.0,36.3346,103.594,0.03,udp:fe80::55f1:fbb6:f1e6:8004:546<->ff02::1:2:547
background,udp,14,136.34,249.4,123.3,1.414,3,352,0.571,1.0,0.0,0.0,0.0,10.4875,18.4077,0.1,udp:131.202.240.183:5353<->224.0.0.251:5353
background,udp,36,6.39,547.2,30.4,2.585,6,502,0.167,0.5,0.0,0.0,0.0,0.1826,0.6102,5.63,udp:fe80::30ae:92af:4e53:a2f0:1900<->ff02::c:1900
background,tcp,79,5.34,116.5,109.0,4.441,40,60,0.266,0.443,0.0,0.266,0.362,0.0684,0.1418,14.8,tcp:131.202.240.87:10794<->74.125.202.16:993
background,tcp,240,68.65,93.0,67.4,4.054,49,60,0.267,0.508,0.0,0.267,0.364,0.2872,1.754,3.5,tcp:131.202.240.87:10798<->74.125.202.16:993
background,udp,36,6.42,521.2,30.4,2.585,6,476,0.167,0.5,0.0,0.0,0.0,0.1833,0.6003,5.61,udp:131.202.240.117:1900<->239.255.255.250:1900
background,udp,36,6.42,547.2,30.4,2.585,6,502,0.167,0.5,0.0,0.0,0.0,0.1833,0.6003,5.61,udp:fe80::b88a:49f1:14e5:3ae9:1900<->ff02::c:1900
background,tcp,195,44.82,90.2,69.7,3.741,35,60,0.277,0.538,0.0,0.277,0.383,0.2311,1.0231,4.35,tcp:131.202.240.87:10745<->74.125.69.16:993
background,udp,21,132.26,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,6.613,13.6801,0.16,udp:131.202.243.255:137<->131.202.243.48:137
background,udp,24,32.22,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,1.4007,2.9179,0.74,udp:131.202.243.255:137<->131.202.243.27:137
background,tcp,20,60.32,474.3,541.3,3.304,12,54,0.25,0.5,0.25,0.05,0.053,3.175,13.7479,0.33,tcp:131.202.240.87:10814<->65.52.108.161:443
background,udp,33,24.01,92,0.0,-0.0,1,92,1.0,1.0,0.0,0.0,0.0,0.7502,0.0011,1.37,udp:131.202.240.196:137<->131.202.243.255:137
background,tcp,697,333.55,603.4,857.1,4.456,140,66,0.354,0.538,0.254,0.0,0.0,0.4792,2.9396,2.09,tcp:131.202.240.150:56404<->173.252.100.27:443
background,tcp,22,75.71,69.7,16.3,0.866,3,66,0.818,1.0,0.0,0.0,0.0,3.6053,4.7917,0.29,tcp:131.202.240.150:50735<->209.148.205.35:443
background,tcp,16,5.08,118.8,131.2,2.397,7,66,0.438,0.688,0.0,0.0,0.0,0.3388,1.2765,3.15,tcp:131.202.240.150:50736<->209.148.205.35:443
background,tcp,18,121.72,96.7,36.2,2.1,5,135,0.389,0.778,0.0,0.111,0.125,7.1599,19.4448,0.15,tcp:131.202.240.150:40021<->24.156.140.67:443
background,tcp,19,328.36,69.5,10.4,0.485,2,66,0.895,1.0,0.0,0.0,0.0,18.2421,22.1787,0.06,tcp:131.202.240.150:37692<->64.233.171.188:5228
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.4641,95.0263,0.04,tcp:131.202.240.150:52088<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.4641,95.0263,0.04,tcp:131.202.240.150:43138<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.4641,95.0262,0.04,tcp:131.202.240.150:55732<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.4641,95.0199,0.04,tcp:131.202.240.150:33239<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,95.001,0.04,tcp:131.202.240.150:39288<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9947,0.04,tcp:131.202.240.150:50318<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9872,0.04,tcp:131.202.240.150:58462<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9821,0.04,tcp:131.202.240.150:34255<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9633,0.04,tcp:131.202.240.150:38083<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.957,0.04,tcp:131.202.240.150:47473<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9507,0.04,tcp:131.202.240.150:48254<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9431,0.04,tcp:131.202.240.150:53295<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9255,0.04,tcp:131.202.240.150:57962<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9192,0.04,tcp:131.202.240.150:43784<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9129,0.04,tcp:131.202.240.150:52237<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.9067,0.04,tcp:131.202.240.150:50328<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.8878,0.04,tcp:131.202.240.150:57434<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.8815,0.04,tcp:131.202.240.150:40019<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.8752,0.04,tcp:131.202.240.150:50912<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.8689,0.04,tcp:131.202.240.150:42029<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.8501,0.04,tcp:131.202.240.150:38715<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.8438,0.04,tcp:131.202.240.150:50285<->173.252.79.80:443
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.8375,0.04,tcp:131.202.240.150:46903<->173.252.79.80:3478
background,tcp,13,329.57,96.2,49.9,2.035,6,66,0.538,0.769,0.0,0.0,0.0,27.464,94.8312,0.04,tcp:131.202.240.150:37167<->173.252.79.80:443
background,tcp,41,182.29,127.9,131.5,3.473,17,66,0.293,0.537,0.0,0.049,0.051,4.5572,15.6568,0.22,tcp:131.202.240.150:56772<->173.252.100.27:443
background,udp,11828,315.28,255.3,185.4,3.639,409,260,0.369,0.615,0.001,0.0,0.0,0.0267,0.0152,37.52,udp:131.202.240.150:37736<->131.202.240.87:63222
background,udp,32754,314.83,131.0,22.6,5.454,95,153,0.066,0.155,0.0,0.0,0.0,0.0096,0.009,104.04,udp:131.202.240.150:35612<->131.202.240.87:63221
background,tcp,549,421.92,472.3,1653.4,4.805,132,54,0.284,0.488,0.146,0.053,0.056,0.7699,3.9863,1.3,tcp:131.202.240.87:2309<->173.252.100.27:443
background,tcp,76,288.17,465.3,817.7,3.615,24,54,0.224,0.553,0.197,0.184,0.226,3.8422,28.1745,0.26,tcp:131.202.240.87:2484<->173.194.123.98:443
background,tcp,18,360.44,60.5,5.7,1.0,2,55,0.5,1.0,0.0,0.0,0.0,21.2024,23.1369,0.05,tcp:131.202.240.87:2295<->74.125.22.188:5228
background,tcp,102,349.02,220.9,231.1,4.375,45,54,0.294,0.461,0.01,0.029,0.03,3.4556,10.9661,0.29,tcp:131.202.240.87:2486<->173.252.100.27:443
background,udp,297,313.7,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.0598,0.6406,0.95,udp:131.202.240.87:63221<->173.252.79.80:443
background,udp,297,313.76,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.06,0.6406,0.95,udp:131.202.240.87:63221<->173.252.79.80:3478
background,udp,95,312.58,93.8,45.7,2.111,8,62,0.337,0.863,0.0,0.0,0.0,3.3253,4.676,0.3,udp:131.202.240.87:63221<->173.252.79.80:50001
background,udp,297,313.78,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.0601,0.6404,0.95,udp:131.202.240.87:63222<->173.252.79.80:443
background,udp,297,313.8,62,0.0,-0.0,1,62,1.0,1.0,0.0,0.0,0.0,1.0601,0.6407,0.95,udp:131.202.240.87:63222<->173.252.79.80:3478
background,udp,86,312.58,84.6,37.4,2.042,8,62,0.372,0.849,0.0,0.0,0.0,3.6774,4.8144,0.28,udp:131.202.240.87:63222<->173.252.79.80:50001
background,udp,64,312.59,68,6.0,1.0,2,62,0.5,1.0,0.0,0.0,0.0,4.9618,5.0001,0.2,udp:131.202.240.87:63221<->69.171.239.36:3478
background,udp,64,312.59,68,6.0,1.0,2,62,0.5,1.0,0.0,0.0,0.0,4.9618,5.0,0.2,udp:131.202.240.87:63222<->69.171.239.36:3478
